"","bag_site","site_name","bags_label","finalTissue_VialLabel","finalTissue_condition","finalTissue_gonadIndex","gonad","condition"
"139","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250259","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"140","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250281","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"141","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250273","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"142","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250270","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"143","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250277","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"144","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250267","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","4 - Follicles clearly defined and engorged","4","4"
"145","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250275","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"146","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250269","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"147","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250265","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","1"
"148","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250282","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"149","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250255","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"150","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250264","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"151","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250263","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"152","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250260","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","4 - Follicles clearly defined and engorged","4","4"
"153","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250257","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","1"
"154","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250280","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"155","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250254","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"156","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250266","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"157","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250261","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"158","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250278","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"159","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250262","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","4 - Follicles clearly defined and engorged","4","4"
"160","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250256","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"161","Lewisetta","W3_FL","MVP-FL-2","CviMVPf_250272","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"162","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250655","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"163","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250654","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"164","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250667","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","0 - No visible gonadal development","0","2"
"165","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250662","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"166","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250650","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"167","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250652","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"168","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250675","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"169","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250661","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"170","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250649","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"171","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250660","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"172","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250663","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"173","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250657","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"174","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250670","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"175","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250664","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"176","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250656","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"177","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250676","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"178","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250668","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"179","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250677","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"180","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250669","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"181","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250671","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"182","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250658","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"183","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250666","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
"184","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250672","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"185","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250674","4 - Tissue extremely opaque stands up, no visible organs, rich creamy color, no shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","4"
"186","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250659","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"187","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250673","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"188","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250678","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"189","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250651","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"190","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250653","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"191","Lewisetta","S2_DEBY","MVP-DEBY-1","CviMVPf_250665","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"192","YorkRiver","W5_NH","MVP-NH-6","CviMVPf_251169","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","3"
"193","YorkRiver","W5_NH","MVP-NH-6","CviMVPf_251168","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","2"
"194","YorkRiver","W5_NH","MVP-NH-6","CviMVPf_251166","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","0 - No visible gonadal development","0","1"
"195","YorkRiver","W5_NH","MVP-NH-6","CviMVPf_251167","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"196","YorkRiver","W5_NH","MVP-NH-6","CviMVPf_251164","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"197","YorkRiver","W5_NH","MVP-NH-6","CviMVPf_251170","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"198","YorkRiver","W5_NH","MVP-NH-6","CviMVPf_251163","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"199","YorkRiver","W5_NH","MVP-NH-6","CviMVPf_251165","1 - Not watery or transparent, organs somewhat visible, fills shell cavity, moderate  shrinkage","1 - Slight gonadal development, no clearly defined follicles","1","1"
"200","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250456","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"201","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250447","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"202","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250446","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","3"
"203","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250451","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"204","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250462","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","2"
"205","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250453","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","3 - Follicles clearly defined and gonad appears to be full","3","3"
"206","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250449","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"207","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250450","2 - Tissue fills cavity and is opaque, organs not visible, meat unable to stand up, some  shrinkage","2 - Gonad clearly obvious but follicles not clearly defined","2","2"
"208","Lewisetta","W6_ME","MVP-ME-1","CviMVPf_250444","3 - Tissue fills cavity, totally opaque, no organs visible, meat stands up, slight shrinkage","4 - Follicles clearly defined and engorged","4","3"
